source,co2_level,location,timestamp
"{""order_id"": 606"," ""pizza_type"": ""Meat Feast"," ""pizza_size"": ""Medium"," ""quantity"": 2"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:50:46""}"
"{""order_id"": 854"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Medium"," ""quantity"": 4"," ""delivery_address"": ""456 Elm St"," ""timestamp"": ""2024-04-27 23:50:49""}"
"{""order_id"": 854"," ""pizza_type"": ""Vegetarian"," ""pizza_size"": ""Small"," ""quantity"": 1"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:50:52""}"
"{""order_id"": 574"," ""pizza_type"": ""Hawaiian"," ""pizza_size"": ""Medium"," ""quantity"": 4"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:55:54""}"
"{""order_id"": 451"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Large"," ""quantity"": 3"," ""delivery_address"": ""456 Elm St"," ""timestamp"": ""2024-04-27 23:55:57""}"
"{""order_id"": 910"," ""pizza_type"": ""Pepperoni"," ""pizza_size"": ""Large"," ""quantity"": 2"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:00""}"
"{""order_id"": 894"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Small"," ""quantity"": 1"," ""delivery_address"": ""456 Elm St"," ""timestamp"": ""2024-04-27 23:56:03""}"
"{""order_id"": 233"," ""pizza_type"": ""Vegetarian"," ""pizza_size"": ""Medium"," ""quantity"": 1"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:56:06""}"
"{""order_id"": 637"," ""pizza_type"": ""Hawaiian"," ""pizza_size"": ""Large"," ""quantity"": 1"," ""delivery_address"": ""456 Elm St"," ""timestamp"": ""2024-04-27 23:56:09""}"
"{""order_id"": 450"," ""pizza_type"": ""Meat Feast"," ""pizza_size"": ""Small"," ""quantity"": 1"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:56:12""}"
"{""order_id"": 837"," ""pizza_type"": ""Vegetarian"," ""pizza_size"": ""Medium"," ""quantity"": 5"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:15""}"
"{""order_id"": 63"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Medium"," ""quantity"": 4"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:18""}"
"{""order_id"": 307"," ""pizza_type"": ""Hawaiian"," ""pizza_size"": ""Small"," ""quantity"": 5"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:21""}"
"{""order_id"": 267"," ""pizza_type"": ""Pepperoni"," ""pizza_size"": ""Medium"," ""quantity"": 5"," ""delivery_address"": ""456 Elm St"," ""timestamp"": ""2024-04-27 23:56:24""}"
"{""order_id"": 729"," ""pizza_type"": ""Pepperoni"," ""pizza_size"": ""Medium"," ""quantity"": 2"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:27""}"
"{""order_id"": 14"," ""pizza_type"": ""Meat Feast"," ""pizza_size"": ""Small"," ""quantity"": 2"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:56:30""}"
"{""order_id"": 866"," ""pizza_type"": ""Vegetarian"," ""pizza_size"": ""Large"," ""quantity"": 1"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:33""}"
"{""order_id"": 781"," ""pizza_type"": ""Meat Feast"," ""pizza_size"": ""Small"," ""quantity"": 1"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:36""}"
"{""order_id"": 742"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Medium"," ""quantity"": 5"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:56:39""}"
"{""order_id"": 553"," ""pizza_type"": ""Pepperoni"," ""pizza_size"": ""Large"," ""quantity"": 2"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:42""}"
"{""order_id"": 843"," ""pizza_type"": ""Hawaiian"," ""pizza_size"": ""Small"," ""quantity"": 3"," ""delivery_address"": ""789 Oak St"," ""timestamp"": ""2024-04-27 23:56:45""}"
"{""order_id"": 7"," ""pizza_type"": ""Margherita"," ""pizza_size"": ""Medium"," ""quantity"": 3"," ""delivery_address"": ""123 Main St"," ""timestamp"": ""2024-04-27 23:56:48""}"
"{\""order_id\"": 255"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-27 23:58:55\""}"
"{\""order_id\"": 139"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:58:58\""}"
"{\""order_id\"": 466"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:01\""}"
"{\""order_id\"": 356"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 5"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-27 23:59:04\""}"
"{\""order_id\"": 713"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-27 23:59:07\""}"
"{\""order_id\"": 444"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:10\""}"
"{\""order_id\"": 257"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:13\""}"
"{\""order_id\"": 953"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:16\""}"
"{\""order_id\"": 142"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-27 23:59:19\""}"
"{\""order_id\"": 221"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:22\""}"
"{\""order_id\"": 415"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:25\""}"
"{\""order_id\"": 353"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:28\""}"
"{\""order_id\"": 996"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:31\""}"
"{\""order_id\"": 560"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-27 23:59:34\""}"
"{\""order_id\"": 171"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:37\""}"
"{\""order_id\"": 93"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:40\""}"
"{\""order_id\"": 463"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:43\""}"
"{\""order_id\"": 341"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-27 23:59:46\""}"
"{\""order_id\"": 535"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:49\""}"
"{\""order_id\"": 373"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:52\""}"
"{\""order_id\"": 657"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:55\""}"
"{\""order_id\"": 2"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-27 23:59:58\""}"
"{\""order_id\"": 94"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:00:01\""}"
"{\""order_id\"": 194"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:00:04\""}"
"{\""order_id\"": 338"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:11\""}"
"{\""order_id\"": 907"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 4"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:01:14\""}"
"{\""order_id\"": 887"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:17\""}"
"{\""order_id\"": 359"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:20\""}"
"{\""order_id\"": 854"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Large\"," \""quantity\"": 3"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:01:23\""}"
"{\""order_id\"": 130"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:01:26\""}"
"{\""order_id\"": 257"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:01:29\""}"
"{\""order_id\"": 926"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:32\""}"
"{\""order_id\"": 730"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:35\""}"
"{\""order_id\"": 447"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:01:38\""}"
"{\""order_id\"": 800"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:01:41\""}"
"{\""order_id\"": 259"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:01:44\""}"
"{\""order_id\"": 167"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:47\""}"
"{\""order_id\"": 565"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:50\""}"
"{\""order_id\"": 758"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:01:53\""}"
"{\""order_id\"": 721"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:01:56\""}"
"{\""order_id\"": 642"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:01:59\""}"
"{\""order_id\"": 489"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:02\""}"
"{\""order_id\"": 668"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:05\""}"
"{\""order_id\"": 18"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:08\""}"
"{\""order_id\"": 151"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:11\""}"
"{\""order_id\"": 378"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:14\""}"
"{\""order_id\"": 66"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 2"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:17\""}"
"{\""order_id\"": 506"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:20\""}"
"{\""order_id\"": 705"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:23\""}"
"{\""order_id\"": 247"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:26\""}"
"{\""order_id\"": 251"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:29\""}"
"{\""order_id\"": 885"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:32\""}"
"{\""order_id\"": 696"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:35\""}"
"{\""order_id\"": 214"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:38\""}"
"{\""order_id\"": 638"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:41\""}"
"{\""order_id\"": 29"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:44\""}"
"{\""order_id\"": 717"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:47\""}"
"{\""order_id\"": 8"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:50\""}"
"{\""order_id\"": 407"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:53\""}"
"{\""order_id\"": 980"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:56\""}"
"{\""order_id\"": 512"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:28\""}"
"{\""order_id\"": 311"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:31\""}"
"{\""order_id\"": 47"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:34\""}"
"{\""order_id\"": 268"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:37\""}"
"{\""order_id\"": 275"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:40\""}"
"{\""order_id\"": 99"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:43\""}"
"{\""order_id\"": 924"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:46\""}"
"{\""order_id\"": 591"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:49\""}"
"{\""order_id\"": 708"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:52\""}"
"{\""order_id\"": 427"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:55\""}"
"{\""order_id\"": 467"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:58\""}"
"{\""order_id\"": 112"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:01\""}"
"{\""order_id\"": 731"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:21:04\""}"
"{\""order_id\"": 338"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:07\""}"
"{\""order_id\"": 796"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 2"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:21:10\""}"
"{\""order_id\"": 339"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:13\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 827"," \""location\"": \""Algeria\"," \""timestamp\"": \""2024-04-28 11:40:35\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 469"," \""location\"": \""North Macedonia\"," \""timestamp\"": \""2024-04-28 11:40:38\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 569"," \""location\"": \""Mongolia\"," \""timestamp\"": \""2024-04-28 11:40:41\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 604"," \""location\"": \""Sierra Leone\"," \""timestamp\"": \""2024-04-28 11:40:44\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 762"," \""location\"": \""Mozambique\"," \""timestamp\"": \""2024-04-28 11:40:47\""}"
